,aisuite_Llama-3.1-8B-Instruct,aisuite_Mistral-Nemo-Instruct-2407,aisuite_Mistral-7B
372,"{""scaled_score"": 0.4, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.2, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}"
373,"{""scaled_score"": 0.6, ""logical_equivalence"": 3, ""signal_behavior"": 3, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 4}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.49, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 3, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 3}"
374,"{""scaled_score"": 0.38, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.24, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 1}"
375,"{""scaled_score"": 0.43, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.38, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}"
376,"{""scaled_score"": 0.2, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.4, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}"
377,"{""scaled_score"": 0.43, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.84, ""logical_equivalence"": 4, ""signal_behavior"": 4, ""edge_case_handling"": 4, ""code_modularity"": 4, ""resource_efficiency"": 5, ""timing_pipeline_depth"": 5}"
378,"{""scaled_score"": 0.4, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.45, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.4, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 3, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}"
379,"{""scaled_score"": 0.36, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.58, ""logical_equivalence"": 3, ""signal_behavior"": 3, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 3}"
380,"{""scaled_score"": 0.4, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.38, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}"
381,"{""scaled_score"": 0.2, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.2, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.24, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 1}"
382,"{""scaled_score"": 0.38, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.24, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.36, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 1}"
383,"{""scaled_score"": 0.9, ""logical_equivalence"": 5, ""signal_behavior"": 5, ""edge_case_handling"": 3, ""code_modularity"": 2, ""resource_efficiency"": 5, ""timing_pipeline_depth"": 5}","{""scaled_score"": 0.89, ""logical_equivalence"": 5, ""signal_behavior"": 5, ""edge_case_handling"": 3, ""code_modularity"": 1, ""resource_efficiency"": 5, ""timing_pipeline_depth"": 5}","{""scaled_score"": 0.9, ""logical_equivalence"": 5, ""signal_behavior"": 5, ""edge_case_handling"": 3, ""code_modularity"": 2, ""resource_efficiency"": 5, ""timing_pipeline_depth"": 5}"
384,"{""scaled_score"": 0.2, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.43, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.38, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}"
385,"{""scaled_score"": 0.38, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 1, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.45, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 3}"
386,"{""scaled_score"": 0.38, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.24, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 1}"
387,"{""scaled_score"": 0.22, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.36, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.2, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}"
388,"{""scaled_score"": 0.36, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.04, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.36, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 1}"
389,"{""scaled_score"": 0.26, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.04, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.28, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}"
390,"{""scaled_score"": 0.2, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.59, ""logical_equivalence"": 3, ""signal_behavior"": 3, ""edge_case_handling"": 3, ""code_modularity"": 2, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 3}","{""scaled_score"": 0.43, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 2}"
391,"{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.2, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}"
392,"{""scaled_score"": 0.26, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.24, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 1}"
393,"{""scaled_score"": 0.2, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.25, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}"
394,"{""scaled_score"": 0.62, ""logical_equivalence"": 3, ""signal_behavior"": 3, ""edge_case_handling"": 3, ""code_modularity"": 2, ""resource_efficiency"": 4, ""timing_pipeline_depth"": 4}","{""scaled_score"": 0.96, ""logical_equivalence"": 5, ""signal_behavior"": 5, ""edge_case_handling"": 5, ""code_modularity"": 3, ""resource_efficiency"": 5, ""timing_pipeline_depth"": 5}","{""scaled_score"": 0.66, ""logical_equivalence"": 3, ""signal_behavior"": 3, ""edge_case_handling"": 4, ""code_modularity"": 3, ""resource_efficiency"": 4, ""timing_pipeline_depth"": 4}"
395,"{""scaled_score"": 0.22, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.04, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 0}"
396,"{""scaled_score"": 0.2, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.45, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 3}","{""scaled_score"": 0.45, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 2}"
397,"{""scaled_score"": 0.2, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.4, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.38, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}"
398,"{""scaled_score"": 0.4, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.4, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}"
399,"{""scaled_score"": 0.85, ""logical_equivalence"": 4, ""signal_behavior"": 4, ""edge_case_handling"": 5, ""code_modularity"": 3, ""resource_efficiency"": 5, ""timing_pipeline_depth"": 5}","{""scaled_score"": 0.18, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 0, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.45, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 2}"
400,"{""scaled_score"": 0.2, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.49, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 3, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 3}","{""scaled_score"": 0.26, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 1}"
401,"{""scaled_score"": 0.45, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.22, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.33, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}"
402,"{""scaled_score"": 0.74, ""logical_equivalence"": 4, ""signal_behavior"": 4, ""edge_case_handling"": 3, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 4}","{""scaled_score"": 0.6, ""logical_equivalence"": 3, ""signal_behavior"": 3, ""edge_case_handling"": 3, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 3}","{""scaled_score"": 0.43, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 2}"
403,"{""scaled_score"": 0.43, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.4, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 3, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}"
404,"{""scaled_score"": 0.4, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.22, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.38, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}"
405,"{""scaled_score"": 0.6, ""logical_equivalence"": 3, ""signal_behavior"": 3, ""edge_case_handling"": 4, ""code_modularity"": 3, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 3}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.47, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 3, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 2}"
406,"{""scaled_score"": 0.43, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.43, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}"
407,"{""scaled_score"": 0.76, ""logical_equivalence"": 4, ""signal_behavior"": 4, ""edge_case_handling"": 3, ""code_modularity"": 3, ""resource_efficiency"": 4, ""timing_pipeline_depth"": 4}","{""scaled_score"": 0.6, ""logical_equivalence"": 3, ""signal_behavior"": 3, ""edge_case_handling"": 3, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 3}","{""scaled_score"": 0.43, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 3}"
408,"{""scaled_score"": 0.36, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.4, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 3, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.45, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 2}"
409,"{""scaled_score"": 0.2, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.54, ""logical_equivalence"": 3, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 2}"
410,"{""scaled_score"": 0.24, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.22, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}"
411,"{""scaled_score"": 0.4, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.58, ""logical_equivalence"": 3, ""signal_behavior"": 3, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 3}","{""scaled_score"": 0.46, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 3}"
412,"{""scaled_score"": 0.56, ""logical_equivalence"": 3, ""signal_behavior"": 3, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 3}","{""scaled_score"": 0.2, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.38, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}"
413,"{""scaled_score"": 0.38, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.16, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.45, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 2}"
414,"{""scaled_score"": 0.26, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.46, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 3, ""code_modularity"": 2, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 3}"
415,"{""scaled_score"": 0.82, ""logical_equivalence"": 5, ""signal_behavior"": 4, ""edge_case_handling"": 3, ""code_modularity"": 2, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 4}","{""scaled_score"": 0.0, ""logical_equivalence"": 0, ""signal_behavior"": 0, ""edge_case_handling"": 0, ""code_modularity"": 0, ""resource_efficiency"": 0, ""timing_pipeline_depth"": 0}","{""scaled_score"": 0.9, ""logical_equivalence"": 5, ""signal_behavior"": 5, ""edge_case_handling"": 3, ""code_modularity"": 2, ""resource_efficiency"": 5, ""timing_pipeline_depth"": 5}"
416,"{""scaled_score"": 0.38, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.46, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 3, ""resource_efficiency"": 3, ""timing_pipeline_depth"": 3}","{""scaled_score"": 0.24, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 1}"
417,"{""scaled_score"": 0.4, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}","{""scaled_score"": 0.2, ""logical_equivalence"": 1, ""signal_behavior"": 1, ""edge_case_handling"": 1, ""code_modularity"": 1, ""resource_efficiency"": 1, ""timing_pipeline_depth"": 1}","{""scaled_score"": 0.4, ""logical_equivalence"": 2, ""signal_behavior"": 2, ""edge_case_handling"": 2, ""code_modularity"": 2, ""resource_efficiency"": 2, ""timing_pipeline_depth"": 2}"
